home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long,year,home_version,home_continent,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_world_cup_titles_before,home_squad_total_market_value_eur,home_fifa_rank_pre_tournament,home_fifa_points_pre_tournament,home_squad_avg_age,home_world_cup_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,home_winner,home_finalist,home_semi_finalist,home_quarter_finalist,away_version,away_continent,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_world_cup_titles_before,away_squad_total_market_value_eur,away_fifa_rank_pre_tournament,away_fifa_points_pre_tournament,away_squad_avg_age,away_world_cup_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before,away_winner,away_finalist,away_semi_finalist,away_quarter_finalist,match_result
Australia,Peru,0,0.9,,2,0.2,,Bert van Marwijk,Mile Jedinak,Ricardo Gareca,Paolo Guerrero,44073,"Olimpiyskiy Stadion Fisht, Sochi",Sergey Karasev (Referee) · Anton Averianov (AR1) · Tikhon Kalugin (AR2) · Ryūji Satō (4th) · Danny Makkelie (VAR),Group stage,2018-06-26,0–2,Sergey Karasev,,Russia,2018,,André Carrillo · 18|Paolo Guerrero · 50,,"['18&rsquor;|0:1|André Carrillo|Assist:|Paolo Guerrero', '50&rsquor;|0:2|Paolo Guerrero']",,,,,,,,,,,,,,,"['10&rsquor;|0:0|Mile Jedinak', '60&rsquor;|0:2|Daniel Arzani', '66&rsquor;|0:2|Tom Rogić', '88&rsquor;|0:2|Mark Milligan']","['45&rsquor;|0:1|Yoshimar Yotún', '79&rsquor;|0:2|Paolo Hurtado']","['53&rsquor;|0:2|Tim Cahill|for Tomi Juric', '58&rsquor;|0:2|Daniel Arzani|for Robbie Kruse', '72&rsquor;|0:2|Jackson Irvine|for Tom Rogić']","['46&rsquor;|0:1|Pedro Aquino|for Yoshimar Yotún', '63&rsquor;|0:2|Paolo Hurtado|for Renato Tapia', '79&rsquor;|0:2|Wilder Cartagena|for André Carrillo']",2018,2018,Oceania,0,85,48,23,11,12,0,50210000.0,36,718.0,28.13,4,1,1,0,0,0,0,0,0,0,2018,South America,0,76,47,26,12,12,0,38480000.0,11,1125.0,27.44,4,2,0,1,0,0,0,0,0,0,Away Win
Denmark,France,0,0.2,,0,0.4,,Åge Hareide,Simon Kjær,Didier Deschamps,Raphaël Varane,78011,"Olimpiyskiy stadion Luzhniki, Moskva",Sandro Ricci (Referee) · Emerson de Carvalho (AR1) · Marcelo Van Gasse (AR2) · Gianluca Rocchi (4th) · Mauro Vigliano (VAR),Group stage,2018-06-26,0–0,Sandro Ricci,,Russia,2018,,,,,,,,,,,,,,,,,,,['45+3&rsquor;|0:0|Mathias Jørgensen'],,"['60&rsquor;|0:0|Viktor Fischer|for Pione Sisto', '75&rsquor;|0:0|Kasper Dolberg|for Andreas Cornelius', '90+2&rsquor;|0:0|Lukas Lerager|for Thomas Delaney']","['50&rsquor;|0:0|Benjamin Mendy|for Lucas Hernández', '68&rsquor;|0:0|Nabil Fekir|for Antoine Griezmann', '78&rsquor;|0:0|Kylian Mbappé|for Ousmane Dembélé']",2018,2018,Europe,0,61,36,17,11,12,0,259040000.0,12,1051.0,27.14,4,3,3,1,0,0,0,0,0,0,2018,Europe,0,96,45,33,8,8,1,1029470000.0,7,1198.0,26.03,14,8,6,7,5,2,1,1,1,1,Draw
Iceland,Croatia,1,2.1,,2,0.7,,Heimir Hallgrímsson,Aron Gunnarsson,Zlatko Dalić,Luka Modrić,43472,"Rostov Arena, Rostov-na-Donu",Antonio Matéu Lahoz (Referee) · Pau Cebrián Devis (AR1) · Roberto Díaz Pérez (AR2) · John Pitti (4th) · Paolo Valeri (VAR),Group stage,2018-06-26,1–2,Antonio Matéu Lahoz,,Russia,2018,,Milan Badelj · 53|Ivan Perišić · 90,,"['53&rsquor;|0:1|Milan Badelj', '90&rsquor;|1:2|Ivan Perišić|Assist:|Milan Badelj']",,,Gylfi Sigurðsson (P) · 76,,,,,,,,,,,,"['59&rsquor;|0:1|Emil Hallfreðsson', '64&rsquor;|0:1|Alfreð Finnbogason', '84&rsquor;|1:1|Birkir Már Sævarsson']","['14&rsquor;|0:0|Marko Pjaca', '83&rsquor;|1:1|Tin Jedvaj']","['70&rsquor;|0:1|Björn Sigurðarson|for Ragnar Sigurðsson', '85&rsquor;|1:1|Albert Guðmundsson|for Alfreð Finnbogason', '90&rsquor;|1:1|Arnór Ingvi Traustason|for Birkir Bjarnason']","['65&rsquor;|0:1|Filip Bradarić|for Luka Modrić', '70&rsquor;|0:1|Dejan Lovren|for Marko Pjaca', '81&rsquor;|1:1|Ivan Rakitić|for Mateo Kovačić']",2018,2018,Europe,0,85,64,24,18,9,0,75380000.0,22,908.0,28.58,0,0,0,0,0,0,0,0,0,0,2018,Europe,0,78,29,25,8,10,0,363640000.0,20,945.0,27.9,4,1,1,1,1,0,0,1,1,1,Away Win
Nigeria,Argentina,1,1.4,,2,0.9,,Gernot Rohr,John Obi Mikel,Jorge Sampaoli,Lionel Messi,64468,"Gazprom Arena, Sankt-Petersburg",Cüneyt Çakιr (Referee) · Bahattin Duran (AR1) · Tarık Ongun (AR2) · Björn Kuipers (4th) · Daniele Orsato (VAR),Group stage,2018-06-26,1–2,Cüneyt Çakιr,,Russia,2018,,Lionel Messi · 14|Marcos Rojo · 86,,"['14&rsquor;|0:1|Lionel Messi|Assist:|Éver Banega', '86&rsquor;|1:2|Marcos Rojo|Assist:|Gabriel Mercado']",,,Victor Moses (P) · 51,,,,,,,,,,,,"['32&rsquor;|0:1|Leon Balogun', '90+1&rsquor;|1:2|John Obi Mikel']","['49&rsquor;|0:1|Javier Mascherano', '64&rsquor;|1:1|Éver Banega', '90+4&rsquor;|1:2|Lionel Messi']","['46&rsquor;|0:1|Odion Ighalo|for Kelechi Iheanacho', '90&rsquor;|1:2|Alex Iwobi|for Kenneth Omeruo', '90+2&rsquor;|1:2|Simeon Nwankwo|for Ahmed Musa']","['61&rsquor;|1:1|Cristian Pavón|for Enzo Pérez', '72&rsquor;|1:1|Maximiliano Meza|for Ángel Di María', '80&rsquor;|1:1|Sergio Agüero|for Nicolás Tagliafico']",2018,2018,Africa,0,48,33,16,11,10,0,134720000.0,48,617.0,25.96,5,3,3,0,0,0,0,0,0,0,2018,South America,0,95,40,27,8,12,2,678320000.0,5,1241.0,29.52,16,13,8,9,5,5,0,0,0,0,Away Win
Saudi Arabia,Egypt,2,2.6,,1,0.8,,Juan Antonio Pizzi,Osama Hawsawi,Héctor Cúper,Essam El-Hadary,36823,"Volgograd Arena, Volgograd",Wilmar Roldán (Referee) · Alexander Guzmán (AR1) · Cristián de la Cruz (AR2) · Ricardo Montero (4th) · Artur Soares Dias (VAR),Group stage,2018-06-25,2–1,Wilmar Roldán,,Russia,2018,Salem Al-Dawsari · 90+5,Mohamed Salah · 22,['90+5&rsquor;|2:1|Salem Al-Dawsari|Assist:|Abdullah Otayf'],['22&rsquor;|0:1|Mohamed Salah|Assist:|Abdallah Said'],,,Salman Al-Faraj (P) · 45+6,,['41&rsquor;|0:1|Fahad Al Muwallad|Penalty saved by Essam El-Hadary'],,,,,,,,,,,"['45+5&rsquor;|0:1|Ali Gabr', '86&rsquor;|1:1|Ahmed Fathy']","['65&rsquor;|1:1|Muhannad Assiri|for Hattan Bahebri', '79&rsquor;|1:1|Yahya Al-Shehri|for Fahad Al Muwallad']","['45+7&rsquor;|1:1|Amr Warda|for Abdallah Said', '64&rsquor;|1:1|Ramadan Sobhi|for Marwan Mohsen', '81&rsquor;|1:1|Kahraba|for Trézéguet']",2018,2018,Asia,0,97,66,25,18,8,0,18800000.0,67,465.0,28.73,4,1,1,0,0,0,0,0,0,0,2018,Africa,0,50,27,23,13,7,0,197030000.0,45,649.0,28.98,2,1,1,0,0,0,0,0,0,0,Home Win
Uruguay,Russia,3,2.4,,0,0.1,,Óscar Tabárez,Diego Godín,Stanislav Cherchesov,Igor Akinfeev,41970,"Cosmos Arena, Samara",Malang Diédhiou (Referee) · Djibril Camara (AR1) · El Hadji Malick Samba (AR2) · Bamlak Tessema (4th) · Clément Turpin (VAR),Group stage,2018-06-25,3–0,Malang Diédhiou,,Russia,2018,Luis Suárez · 10|Edinson Cavani · 90,,"['10&rsquor;|1:0|Luis Suárez', '90&rsquor;|3:0|Edinson Cavani']",,Denis Cheryshev (OG) · 23,,,,,,,,,,,,,Igor Smolnikov · 36,['59&rsquor;|2:0|Rodrigo Bentancur'],"['9&rsquor;|0:0|Yuri Gazinskiy', '27&rsquor;|2:0|Igor Smolnikov']","['63&rsquor;|2:0|Giorgian De Arrascaeta|for Rodrigo Bentancur', '73&rsquor;|2:0|Cristian Rodríguez|for Nahitan Nández', '90+3&rsquor;|3:0|Maxi Gómez|for Edinson Cavani']","['38&rsquor;|2:0|Mário Fernandes|for Denis Cheryshev', '46&rsquor;|2:0|Daler Kuzyaev|for Yuri Gazinskiy', '60&rsquor;|2:0|Fyodor Smolov|for Aleksei Miranchuk']",2018,2018,South America,0,67,42,21,12,8,2,372630000.0,14,1018.0,28.13,12,9,4,5,4,1,0,0,0,1,2018,Europe,1,65,54,15,16,11,0,161640000.0,70,456.0,28.84,3,0,0,0,0,0,0,0,0,1,Home Win
Spain,Morocco,2,2.9,,2,1.2,,Fernando Hierro,Sergio Ramos,Hervé Renard,M'barek Boussoufa,33973,"Kaliningrad Stadium, Kaliningrad",Ravshan Irmatov (Referee) · Abdukhamidullo Rasulov (AR1) · Jakhongir Saidov (AR2) · Mohammed Abdulla Hassan (4th) · Felix Zwayer (VAR),Group stage,2018-06-25,2–2,Ravshan Irmatov,,Russia,2018,Isco · 19|Iago Aspas · 90+1,Khalid Boutaïb · 14|Youssef En-Nesyri · 81,"['19&rsquor;|1:1|Isco|Assist:|Andrés Iniesta', '90+1&rsquor;|2:2|Iago Aspas|Assist:|Dani Carvajal']","['14&rsquor;|0:1|Khalid Boutaïb', '81&rsquor;|1:2|Youssef En-Nesyri|Assist:|Fayçal Fajr']",,,,,,,,,,,,,,,,"['22&rsquor;|1:1|Karim El Ahmadi', '29&rsquor;|1:1|Nordin Amrabat', '31&rsquor;|1:1|Manuel da Costa', ""31&rsquor;|1:1|M'barek Boussoufa"", '88&rsquor;|1:2|Munir', '90+4&rsquor;|2:2|Achraf Hakimi']","['74&rsquor;|1:1|Marco Asensio|for Thiago Alcántara', '74&rsquor;|1:1|Iago Aspas|for Diego Costa', '84&rsquor;|1:2|Rodrigo|for David Silva']","['63&rsquor;|1:1|Fayçal Fajr|for Younès Belhanda', '72&rsquor;|1:1|Youssef En-Nesyri|for Khalid Boutaïb', '85&rsquor;|1:2|Aziz Bouhaddouz|for Hakim Ziyech']",2018,2018,Europe,0,103,29,29,7,8,1,973030000.0,10,1125.0,28.49,14,9,7,5,1,1,0,0,0,0,2018,Africa,0,70,19,26,8,8,0,129330000.0,41,685.0,27.23,4,1,1,0,0,0,0,0,0,0,Draw
IR Iran,Portugal,1,1.4,,1,1.3,,Carlos Queiroz,Ehsan Hajsafi,Fernando Santos,Cristiano Ronaldo,41685,"Mordovia Arena, Saransk",Enrique Cáceres (Referee) · Eduardo Cardozo (AR1) · Juan Zorrilla (AR2) · Mehdi Abid Charef (4th) · Massimiliano Irrati (VAR),Group stage,2018-06-25,1–1,Enrique Cáceres,,Russia,2018,,Ricardo Quaresma · 45,,['45&rsquor;|0:1|Ricardo Quaresma|Assist:|Adrien Silva'],,,Karim Ansarifard (P) · 90+3,,,['53&rsquor;|0:1|Cristiano Ronaldo|Penalty saved by Alireza Beiranvand'],,,,,,,,,"['51&rsquor;|0:1|Ehsan Hajsafi', '54&rsquor;|0:1|Sardar Azmoun']","['33&rsquor;|0:0|Raphaël Guerreiro', '64&rsquor;|0:1|Ricardo Quaresma', '83&rsquor;|0:1|Cristiano Ronaldo', '90+8&rsquor;|1:1|Cédric Soares']","['56&rsquor;|0:1|Milad Mohammadi|for Ehsan Hajsafi', '70&rsquor;|0:1|Saman Ghoddos|for Alireza Jahanbakhsh', '75&rsquor;|0:1|Karim Ansarifard|for Saeid Ezatolahi']","['69&rsquor;|0:1|Bernardo Silva|for Ricardo Quaresma', '84&rsquor;|0:1|João Moutinho|for João Mário', '90+6&rsquor;|1:1|Gonçalo Guedes|for André Silva']",2018,2018,Asia,0,84,22,30,4,9,0,46750000.0,37,708.0,27.23,4,0,0,0,0,0,0,0,0,0,2018,Europe,0,100,36,33,10,9,0,494010000.0,4,1273.0,28.37,6,3,2,2,2,0,0,0,0,0,Draw
England,Panama,6,2.8,,1,1.1,,Gareth Southgate,Harry Kane,Hernán Darío Gómez,Román Torres,43319,"Stadion Nizhny Novgorod, Nizhny Novgorod",Gehad Grisha (Referee) · Redouane Achik (AR1) · Waleed Ahmed Ali (AR2) · Norbert Hauata (4th) · Danny Makkelie (VAR),Group stage,2018-06-24,6–1,Gehad Grisha,,Russia,2018,John Stones · 8|Jesse Lingard · 36|John Stones · 40|Harry Kane · 62,Felipe Baloy · 78,"['8&rsquor;|1:0|John Stones|Assist:|Kieran Trippier', '36&rsquor;|3:0|Jesse Lingard|Assist:|Raheem Sterling', '40&rsquor;|4:0|John Stones', '62&rsquor;|6:0|Harry Kane|Assist:|Ruben Loftus-Cheek']",['78&rsquor;|6:1|Felipe Baloy|Assist:|Ricardo Ávila'],,,Harry Kane (P) · 22|Harry Kane (P) · 45+1,,,,,,,,,,,,['23&rsquor;|2:0|Ruben Loftus-Cheek'],"['10&rsquor;|1:0|Armando Cooper', '44&rsquor;|4:0|Fidel Escobar', '72&rsquor;|6:0|Michael Amir Murillo']","['63&rsquor;|6:0|Jamie Vardy|for Harry Kane', '63&rsquor;|6:0|Fabian Delph|for Jesse Lingard', '70&rsquor;|6:0|Danny Rose|for Kieran Trippier']","['62&rsquor;|5:0|Ricardo Ávila|for Aníbal Godoy', '69&rsquor;|6:0|Abdiel Arroyo|for Édgar Yoel Bárcenas', '69&rsquor;|6:0|Felipe Baloy|for Gabriel Gómez']",2018,2018,Europe,0,79,28,29,5,10,1,873130000.0,12,1050.0,26.05,14,11,6,8,2,1,0,0,1,1,2018,North America,0,58,62,17,18,17,0,6270000.0,55,571.0,28.87,0,0,0,0,0,0,0,0,0,0,Home Win
Japan,Senegal,2,0.9,,2,1.4,,Akira Nishino,Makoto Hasebe,Aliou Cissé,Sadio Mané,32572,"Stadion Central'nyj, Yekaterinburg",Gianluca Rocchi (Referee) · Elenito Di Liberatore (AR1) · Mauro Tonolini (AR2) · Abdelrahman Al Jassim (4th) · Massimiliano Irrati (VAR),Group stage,2018-06-24,2–2,Gianluca Rocchi,,Russia,2018,Takashi Inui · 34|Keisuke Honda · 78,Sadio Mané · 12|Moussa Wagué · 71,"['34&rsquor;|1:1|Takashi Inui|Assist:|Yuto Nagatomo', '78&rsquor;|2:2|Keisuke Honda|Assist:|Takashi Inui']","['12&rsquor;|0:1|Sadio Mané', ""71&rsquor;|1:2|Moussa Wagué|Assist:|M'Baye Niang""]",,,,,,,,,,,,,,,"['68&rsquor;|1:1|Takashi Inui', '90+4&rsquor;|2:2|Makoto Hasebe']","[""59&rsquor;|1:1|M'Baye Niang"", '90&rsquor;|2:2|Youssouf Sabaly', ""90+1&rsquor;|2:2|Cheikh N'Doye""]","['72&rsquor;|1:2|Keisuke Honda|for Shinji Kagawa', '75&rsquor;|1:2|Shinji Okazaki|for Genki Haraguchi', '87&rsquor;|2:2|Takashi Usami|for Takashi Inui']","[""65&rsquor;|1:1|Cheikhou Kouyaté|for Alfred N'Diaye"", ""81&rsquor;|2:2|Cheikh N'Doye|for Badou Ndiaye"", ""86&rsquor;|2:2|Mame Biram Diouf|for M'Baye Niang""]",2018,2018,Asia,0,107,50,28,12,11,0,75520000.0,61,520.0,28.58,5,2,2,0,0,0,0,0,0,0,2018,Africa,0,70,25,27,5,13,0,299200000.0,27,837.0,26.99,1,1,1,1,0,0,0,0,0,0,Draw
Poland,Colombia,0,1.1,,3,2.1,,Adam Nawałka,Robert Lewandowski,José Pekerman,Radamel Falcao,42873,"Kazan Arena, Kazan",César Arturo Ramos (Referee) · Marvin Torrentera (AR1) · Miguel Ángel Hernández (AR2) · Julio Bascuñán (4th) · Mauro Vigliano (VAR),Group stage,2018-06-24,0–3,César Arturo Ramos,,Russia,2018,,Yerry Mina · 40|Radamel Falcao · 70|Juan Cuadrado · 75,,"['40&rsquor;|0:1|Yerry Mina|Assist:|James Rodríguez', '70&rsquor;|0:2|Radamel Falcao|Assist:|Juan Quintero', '75&rsquor;|0:3|Juan Cuadrado|Assist:|James Rodríguez']",,,,,,,,,,,,,,,"['61&rsquor;|0:1|Jan Bednarek', '85&rsquor;|0:3|Jacek Góralski']",,"['57&rsquor;|0:1|Kamil Grosicki|for Dawid Kownacki', '72&rsquor;|0:2|Łukasz Teodorczyk|for Bartosz Bereszyński', '80&rsquor;|0:3|Kamil Glik|for Michał Pazdan']","['32&rsquor;|0:0|Mateus Uribe|for Abel Aguilar', '73&rsquor;|0:2|Jefferson Lerma|for Juan Quintero', '78&rsquor;|0:3|Carlos Bacca|for Radamel Falcao']",2018,2018,Europe,0,91,40,22,5,13,0,274280000.0,8,1182.0,28.31,7,5,2,2,2,0,0,0,0,0,2018,South America,0,57,37,19,11,13,0,250850000.0,16,985.0,28.39,5,2,2,1,0,0,0,0,0,0,Away Win
Belgium,Tunisia,5,5.2,,2,1.1,,Roberto Martínez,Eden Hazard,Nabil Maâloul,Wahbi Khazri,44190,"Otkrytie Arena, Moskva",Jair Marrufo (Referee) · Corey Rockwell (AR1) · Juan Zumba (AR2) · Andrés Cunha (4th) · Mark Geiger (VAR),Group stage,2018-06-23,5–2,Jair Marrufo,,Russia,2018,Romelu Lukaku · 16|Romelu Lukaku · 45+3|Eden Hazard · 51|Michy Batshuayi · 90,Dylan Bronn · 18|Wahbi Khazri · 90+3,"['16&rsquor;|2:0|Romelu Lukaku|Assist:|Dries Mertens', '45+3&rsquor;|3:1|Romelu Lukaku|Assist:|Thomas Meunier', '51&rsquor;|4:1|Eden Hazard|Assist:|Toby Alderweireld', '90&rsquor;|5:1|Michy Batshuayi|Assist:|Youri Tielemans']","['18&rsquor;|2:1|Dylan Bronn|Assist:|Wahbi Khazri', '90+3&rsquor;|5:2|Wahbi Khazri|Assist:|Hamdi Nagguez']",,,Eden Hazard (P) · 6,,,,,,,,,,,,,['14&rsquor;|1:0|Ferjani Sassi'],"['59&rsquor;|4:1|Marouane Fellaini|for Romelu Lukaku', '68&rsquor;|4:1|Michy Batshuayi|for Eden Hazard', '86&rsquor;|4:1|Youri Tielemans|for Dries Mertens']","['24&rsquor;|2:1|Hamdi Nagguez|for Dylan Bronn', '41&rsquor;|2:1|Yohan Benalouane|for Syam Ben Youssef', '59&rsquor;|4:1|Naïm Sliti|for Ferjani Sassi']",2018,2018,Europe,0,116,38,30,5,8,0,753250000.0,3,1298.0,27.59,12,8,7,2,1,0,0,0,1,1,2018,Africa,0,66,44,21,10,14,0,58820000.0,21,909.0,26.53,4,0,0,0,0,0,0,0,0,0,Home Win
Korea Republic,Mexico,1,0.9,,2,1.9,,Shin Taeyong,Cho Hyun-woo,Juan Carlos Osorio,Guillermo Ochoa,43472,"Rostov Arena, Rostov-na-Donu",Milorad Mažić (Referee) · Milovan Ristić (AR1) · Dalibor Đurđević (AR2) · John Pitti (4th) · Daniele Orsato (VAR),Group stage,2018-06-23,1–2,Milorad Mažić,,Russia,2018,Son Heung-min · 90+3,Javier Hernández · 66,['90+3&rsquor;|1:2|Son Heung-min|Assist:|Lee Jae-sung'],['66&rsquor;|0:2|Javier Hernández|Assist:|Hirving Lozano'],,,,Carlos Vela (P) · 26,,,,,,,,,,,"['58&rsquor;|0:1|Kim Young-gwon', '63&rsquor;|0:1|Lee Yong', '72&rsquor;|0:2|Lee Seung-woo', '80&rsquor;|0:2|Jung Woo-young']",,"['64&rsquor;|0:1|Lee Seung-woo|for Ju Se-jong', '77&rsquor;|0:2|Jung Woo-young|for Moon Seon-min', '84&rsquor;|0:2|Hong Chul|for Kim Min-woo']","['68&rsquor;|0:2|Rafael Márquez|for Andrés Guardado', '71&rsquor;|0:2|Jesús Corona|for Hirving Lozano', '77&rsquor;|0:2|Giovani dos Santos|for Carlos Vela']",2018,2018,Asia,0,92,51,33,14,11,0,87430000.0,57,543.0,27.79,9,2,2,1,1,0,0,0,0,0,2018,North America,0,107,67,37,12,18,0,152150000.0,15,989.0,29.24,15,8,7,2,0,0,0,0,0,0,Away Win
Germany,Sweden,2,1.4,,1,0.9,,Joachim Löw,Manuel Neuer,Janne Andersson,Andreas Granqvist,44287,"Olimpiyskiy Stadion Fisht, Sochi",Szymon Marciniak (Referee) · Paweł Sokolnicki (AR1) · Tomasz Listkiewicz (AR2) · Ryūji Satō (4th) · Clément Turpin (VAR),Group stage,2018-06-23,2–1,Szymon Marciniak,,Russia,2018,Marco Reus · 48|Toni Kroos · 90+5,Ola Toivonen · 32,"['48&rsquor;|1:1|Marco Reus|Assist:|Mario Gómez', '90+5&rsquor;|2:1|Toni Kroos|Assist:|Marco Reus']",['32&rsquor;|0:1|Ola Toivonen|Assist:|Viktor Claesson'],,,,,,,,,,,,,Jérôme Boateng · 82,,['71&rsquor;|1:1|Jérôme Boateng'],"['52&rsquor;|1:1|Albin Ekdal', '90+7&rsquor;|2:1|Seb Larsson']","['31&rsquor;|0:0|İlkay Gündoğan|for Sebastian Rudy', '46&rsquor;|0:1|Mario Gómez|for Julian Draxler', '87&rsquor;|1:1|Julian Brandt|for Jonas Hector']","['74&rsquor;|1:1|Jimmy Durmaz|for Viktor Claesson', '78&rsquor;|1:1|John Guidetti|for Ola Toivonen', '90&rsquor;|1:1|Isaac Kiese Thelin|for Marcus Berg']",2018,2018,Europe,0,111,46,30,10,10,4,882120000.0,1,1558.0,27.14,18,18,10,16,13,8,0,0,0,0,2018,Europe,0,71,40,20,13,15,0,119640000.0,24,879.0,28.24,11,8,4,4,3,1,0,0,0,1,Home Win
Brazil,Costa Rica,2,2.6,,0,0.1,,Tite,Thiago Silva,Oscar Ramírez,Bryan Ruiz,64468,"Gazprom Arena, Sankt-Petersburg",Björn Kuipers (Referee) · Sander van Roekel (AR1) · Erwin Zeinstra (AR2) · Damir Skomina (4th) · Danny Makkelie (VAR),Group stage,2018-06-22,2–0,Björn Kuipers,,Russia,2018,Philippe Coutinho · 90+1|Neymar · 90+7,,"['90+1&rsquor;|1:0|Philippe Coutinho|Assist:|Gabriel Jesus', '90+7&rsquor;|2:0|Neymar|Assist:|Douglas Costa']",,,,,,,,,,,,,,,,"['81&rsquor;|0:0|Philippe Coutinho', '81&rsquor;|0:0|Neymar']",['84&rsquor;|0:0|Johnny Acosta'],"['46&rsquor;|0:0|Douglas Costa|for Willian', '68&rsquor;|0:0|Roberto Firmino|for Paulinho', '90+3&rsquor;|1:0|Fernandinho|for Gabriel Jesus']","['54&rsquor;|0:0|Christian Bolaños|for Marco Ureña', '75&rsquor;|0:0|Francisco Calvo|for Cristian Gamboa', '83&rsquor;|0:0|Yeltsin Tejeda|for David Guzmán']",2018,2018,South America,0,95,22,33,4,8,5,980020000.0,2,1430.0,28.6,20,18,10,14,10,6,0,0,0,1,2018,North America,0,70,59,21,15,13,0,39960000.0,23,884.0,29.78,4,2,2,1,0,0,0,0,0,0,Home Win
Nigeria,Iceland,2,0.9,,0,1.3,,Gernot Rohr,John Obi Mikel,Heimir Hallgrímsson,Aron Gunnarsson,40904,"Volgograd Arena, Volgograd",Matt Conger (Referee) · Simon Lount (AR1) · Tevita Makasini (AR2) · Ricardo Montero (4th) · Massimiliano Irrati (VAR),Group stage,2018-06-22,2–0,Matt Conger,,Russia,2018,Ahmed Musa · 49|Ahmed Musa · 75,,"['49&rsquor;|1:0|Ahmed Musa|Assist:|Victor Moses', '75&rsquor;|2:0|Ahmed Musa|Assist:|Kenneth Omeruo']",,,,,,,['83&rsquor;|2:0|Gylfi Sigurðsson|Penalty Miss'],,,,,,,,,['44&rsquor;|0:0|Brian Idowu'],,"['46&rsquor;|0:0|Tyronne Ebuehi|for Brian Idowu', '85&rsquor;|2:0|Odion Ighalo|for Kelechi Iheanacho', '90&rsquor;|2:0|Alex Iwobi|for Oghenekaro Etebo']","['65&rsquor;|1:0|Sverrir Ingi Ingason|for Ragnar Sigurðsson', '71&rsquor;|1:0|Björn Sigurðarson|for Jón Daði Böðvarsson', '87&rsquor;|2:0|Ari Freyr Skúlason|for Aron Gunnarsson']",2018,2018,Africa,0,48,33,16,11,10,0,134720000.0,48,617.0,25.96,5,3,3,0,0,0,0,0,0,0,2018,Europe,0,85,64,24,18,9,0,75380000.0,22,908.0,28.58,0,0,0,0,0,0,0,0,0,0,Home Win
Serbia,Switzerland,1,1.5,,2,2.1,,Mladen Krstajić,Aleksandar Kolarov,Vladimir Petković,Stephan Lichtsteiner,33167,"Kaliningrad Stadium, Kaliningrad",Felix Brych (Referee) · Mark Borsch (AR1) · Stefan Lupp (AR2) · Nawaf Shukralla (4th) · Felix Zwayer (VAR),Group stage,2018-06-22,1–2,Felix Brych,,Russia,2018,Aleksandar Mitrović · 5,Granit Xhaka · 52|Xherdan Shaqiri · 90,['5&rsquor;|1:0|Aleksandar Mitrović|Assist:|Dušan Tadić'],"['52&rsquor;|1:1|Granit Xhaka', '90&rsquor;|1:2|Xherdan Shaqiri|Assist:|Mario Gavranović']",,,,,,,,,,,,,,,"['34&rsquor;|1:0|Sergej Milinković-Savić', '39&rsquor;|1:0|Luka Milivojević', '45+2&rsquor;|1:0|Nemanja Matić', '87&rsquor;|1:1|Aleksandar Mitrović']",['90+2&rsquor;|1:2|Xherdan Shaqiri'],"['64&rsquor;|1:1|Adem Ljajić|for Filip Kostić', '81&rsquor;|1:1|Nemanja Radonjić|for Luka Milivojević']","['46&rsquor;|1:0|Mario Gavranović|for Haris Seferović', '73&rsquor;|1:1|Breel Embolo|for Blerim Džemaili', '90+4&rsquor;|1:2|Josip Drmić|for Steven Zuber']",2018,2018,Europe,0,55,45,16,13,8,0,283720000.0,34,750.0,26.76,11,7,2,5,2,0,0,0,0,0,2018,Europe,0,75,31,25,8,7,0,217880000.0,6,1198.0,27.18,10,6,5,3,0,0,0,0,0,0,Away Win
