home_team,away_team,home_score,home_xg,home_penalty,away_score,away_xg,away_penalty,home_manager,home_captain,away_manager,away_captain,Attendance,Venue,Officials,Round,Date,Score,Referee,Notes,Host,Year,home_goal,away_goal,home_goal_long,away_goal_long,home_own_goal,away_own_goal,home_penalty_goal,away_penalty_goal,home_penalty_miss_long,away_penalty_miss_long,home_penalty_shootout_goal_long,away_penalty_shootout_goal_long,home_penalty_shootout_miss_long,away_penalty_shootout_miss_long,home_red_card,away_red_card,home_yellow_red_card,away_yellow_red_card,home_yellow_card_long,away_yellow_card_long,home_substitute_in_long,away_substitute_in_long,year,home_version,home_continent,home_is_host,home_goals_scored_last_4y,home_goals_received_last_4y,home_wins_last_4y,home_losses_last_4y,home_draws_last_4y,home_world_cup_titles_before,home_squad_total_market_value_eur,home_fifa_rank_pre_tournament,home_fifa_points_pre_tournament,home_squad_avg_age,home_world_cup_participations_before,home_groups_passed_before,home_round16_before,home_quarterfinals_before,home_semifinals_before,home_finals_before,home_winner,home_finalist,home_semi_finalist,home_quarter_finalist,away_version,away_continent,away_is_host,away_goals_scored_last_4y,away_goals_received_last_4y,away_wins_last_4y,away_losses_last_4y,away_draws_last_4y,away_world_cup_titles_before,away_squad_total_market_value_eur,away_fifa_rank_pre_tournament,away_fifa_points_pre_tournament,away_squad_avg_age,away_world_cup_participations_before,away_groups_passed_before,away_round16_before,away_quarterfinals_before,away_semifinals_before,away_finals_before,away_winner,away_finalist,away_semi_finalist,away_quarter_finalist,match_result
Brazil,Belgium,2,,,0,,,Luiz Felipe Scolari,,Robert Waseige,,40440,"NOEVIR Stadium Kobe, Kobe",,Round of 16,2002-06-17,2–0,,,"Korea Republic, Japan",2002,Rivaldo · 67|Ronaldo · 87,,"['67&rsquor;|1:0|Rivaldo', '87&rsquor;|2:0|Ronaldo']",,,,,,,,,,,,,,,,['28&rsquor;|0:0|Roberto Carlos'],['24&rsquor;|0:0|Yves Vanderhaeghe'],"['57&rsquor;|0:0|Denílson|for Juninho Paulista', '81&rsquor;|1:0|José Kléberson|for Ronaldinho', '90&rsquor;|2:0|Ricardinho|for Rivaldo']",['72&rsquor;|1:0|Wesley Sonck|for Jacky Peeters'],2002,2002,South America,0,144,53,38,13,12,4,,2,784.0,26.7,16,14,6,10,8,5,1,1,1,1,2002,Europe,0,66,43,17,11,12,0,,23,653.0,29.45,10,6,5,1,1,0,0,0,0,0,Home Win
Sweden,Senegal,1,,,2,,,Lars Lagerbäck,,Bruno Metsu,,39747,"Ōita Bank Dome, Ōita",,Round of 16,2002-06-16,1–2,,Required Extra Time,"Korea Republic, Japan",2002,Henrik Larsson · 11,Henri Camara · 37|Henri Camara · 104,['11&rsquor;|1:0|Henrik Larsson'],"['37&rsquor;|1:1|Henri Camara', '104&rsquor;|1:2|Henri Camara']",,,,,,,,,,,,,,,,"['73&rsquor;|1:1|Ferdinand Coly', '94&rsquor;|1:1|Pape Thiaw']","['65&rsquor;|1:1|Andreas Andersson|for Marcus Allbäck', '76&rsquor;|1:1|Zlatan Ibrahimović|for Niclas Alexandersson', '99&rsquor;|1:1|Mattias Jonson|for Magnus Svensson']",['66&rsquor;|1:1|Habib Beye|for Pape Malick Diop'],2002,2002,Europe,0,64,29,24,8,16,0,,19,665.0,27.22,9,6,2,4,3,1,0,0,0,0,2002,Africa,0,79,46,26,12,21,0,,42,599.0,25.23,0,0,0,0,0,0,0,0,0,1,Away Win
Spain,Republic of Ireland,1,,3.0,1,,2.0,José Antonio Camacho,,Mick McCarthy,,38926,"Suwon World Cup Stadium, Suwon",,Round of 16,2002-06-16,(3) 1–1 (2),,Spain won on penalty kicks following extra time,"Korea Republic, Japan",2002,Fernando Morientes · 8,,['8&rsquor;|1:0|Fernando Morientes'],,,,,Robbie Keane (P) · 90,,,"['2|1:1|Fernando Hierro', '4|2:1|Rubén Baraja', '10|3:2|Gaizka Mendieta']","['1|0:1|Robbie Keane', '9|2:2|Steve Finnan']","['6|2:1|Juanfran', '8|2:1|Juan Carlos Valerón']","['3|1:1|Matt Holland', '5|2:1|David Connolly', '7|2:1|Kevin Kilbane']",,,,,"['62&rsquor;|1:0|Juanfran', '87&rsquor;|1:0|Rubén Baraja', '89&rsquor;|1:0|Fernando Hierro']",,"['66&rsquor;|1:0|Gaizka Mendieta|for Javier de Pedro', '72&rsquor;|1:0|David Albelda|for Fernando Morientes', '80&rsquor;|1:0|Albert Luque|for Raúl']","['50&rsquor;|1:0|Kenny Cunningham|for Steve Staunton', '55&rsquor;|1:0|Niall Quinn|for Gary Kelly', '82&rsquor;|1:0|David Connolly|for Ian Harte']",2002,2002,Europe,0,97,35,25,8,7,0,,8,713.0,27.11,10,6,4,3,0,0,0,0,0,1,2002,Europe,0,66,28,21,7,9,0,,15,674.0,27.48,2,2,2,1,0,0,0,0,0,0,Draw
Germany,Paraguay,1,,,0,,,Rudi Völler,,Cesare Maldini,,25176,"Jeju World Cup Stadium, Jeju",,Round of 16,2002-06-15,1–0,,,"Korea Republic, Japan",2002,Oliver Neuville · 88,,['88&rsquor;|1:0|Oliver Neuville'],,,,,,,,,,,,,Roberto Acuña · 90+2,,,"['35&rsquor;|0:0|Bernd Schneider', '71&rsquor;|0:0|Frank Baumann', '90+2&rsquor;|1:0|Michael Ballack']","['26&rsquor;|0:0|Roberto Acuña', '50&rsquor;|0:0|José Cardozo']","['46&rsquor;|0:0|Frank Baumann|for Christoph Metzelder', '46&rsquor;|0:0|Sebastian Kehl|for Marko Rehmer', '90&rsquor;|1:0|Gerald Asamoah|for Oliver Neuville']","['29&rsquor;|0:0|Jorge Luis Campos|for Roque Santa Cruz', '84&rsquor;|0:0|Diego Gavilán|for Carlos Bonet', '90&rsquor;|1:0|Nelson Cuevas|for Estanislao Struway']",2002,2002,Europe,0,100,58,24,13,10,3,,11,695.0,28.15,14,14,6,12,9,6,0,1,1,1,2002,South America,0,66,58,21,14,14,0,,18,671.0,28.2,5,2,2,0,0,0,0,0,0,0,Home Win
Denmark,England,0,,,3,,,Morten Olsen,,Sven-Göran Eriksson,,40582,"Denka Big Swan Stadium, Niigata",,Round of 16,2002-06-15,0–3,,,"Korea Republic, Japan",2002,,Rio Ferdinand · 5|Michael Owen · 22|Emile Heskey · 44,,"['5&rsquor;|0:1|Rio Ferdinand', '22&rsquor;|0:2|Michael Owen', '44&rsquor;|0:3|Emile Heskey']",,,,,,,,,,,,,,,['24&rsquor;|0:2|Stig Tøfting'],['50&rsquor;|0:3|Danny Mills'],"['7&rsquor;|0:1|Kasper Bøgelund|for Thomas Helveg', '58&rsquor;|0:3|Claus Jensen|for Stig Tøfting']","['46&rsquor;|0:3|Robbie Fowler|for Michael Owen', '49&rsquor;|0:3|Kieron Dyer|for Paul Scholes', '69&rsquor;|0:3|Teddy Sheringham|for Emile Heskey']",2002,2002,Europe,0,62,38,20,10,11,0,,20,657.0,27.96,2,2,2,1,0,0,0,0,0,0,2002,Europe,0,65,34,17,9,14,1,,12,694.0,27.16,10,8,3,6,2,1,0,0,0,1,Away Win
Tunisia,Japan,0,,,2,,,Ammar Souayah,,Philippe Troussier,,45213,"Yanmar Stadium Nagai, Osaka",,Group stage,2002-06-14,0–2,,,"Korea Republic, Japan",2002,,Hiroaki Morishima · 48|Hidetoshi Nakata · 75,,"['48&rsquor;|0:1|Hiroaki Morishima', '75&rsquor;|0:2|Hidetoshi Nakata']",,,,,,,,,,,,,,,"['21&rsquor;|0:0|Riadh Bouazizi', '81&rsquor;|0:2|Khaled Badra']",,"['46&rsquor;|0:0|Zoubeir Baya|for Mourad Melki', '61&rsquor;|0:1|Imed Mhedhebi|for José Clayton', '78&rsquor;|0:2|Ali Zitouni|for Raouf Bouzaiene']","['46&rsquor;|0:0|Daisuke Ichikawa|for Junichi Inamoto', '46&rsquor;|0:0|Hiroaki Morishima|for Atsushi Yanagisawa', '84&rsquor;|0:2|Mitsuo Ogasawara|for Hidetoshi Nakata']",2002,2002,Africa,0,85,44,23,11,16,0,,31,635.0,27.48,2,0,0,0,0,0,0,0,0,0,2002,Asia,1,86,49,24,13,15,0,,32,634.0,25.8,1,0,0,0,0,0,0,0,0,0,Away Win
Belgium,Russia,3,,,2,,,Robert Waseige,,Oleg Romantsev,,46640,"Shizuoka Stadium Ecopa, Fukuroi",,Group stage,2002-06-14,3–2,,,"Korea Republic, Japan",2002,Johan Walem · 7|Wesley Sonck · 78|Marc Wilmots · 82,Vladimir Beschastnykh · 52|Dmitri Sychev · 88,"['7&rsquor;|1:0|Johan Walem', '78&rsquor;|2:1|Wesley Sonck', '82&rsquor;|3:1|Marc Wilmots']","['52&rsquor;|1:1|Vladimir Beschastnykh', '88&rsquor;|3:2|Dmitri Sychev']",,,,,,,,,,,,,,,['39&rsquor;|1:0|Yves Vanderhaeghe'],"['12&rsquor;|1:0|Andrei Solomatin', '14&rsquor;|1:0|Alexey Smertin', '64&rsquor;|1:1|Dmitri Alenichev', '84&rsquor;|3:1|Dmitri Sennikov']","['70&rsquor;|1:1|Wesley Sonck|for Mbo Mpenza', '78&rsquor;|1:1|Timmy Simons|for Gert Verheyen', '90&rsquor;|3:2|Eric Van Meir|for Glen De Boeck']","['34&rsquor;|1:0|Dmitri Sychev|for Alexey Smertin', '43&rsquor;|1:0|Dmitri Sennikov|for Yuriy Nikiforov', '82&rsquor;|2:1|Aleksandr Kerzhakov|for Valeri Karpin']",2002,2002,Europe,0,66,43,17,11,12,0,,23,653.0,29.45,10,6,5,1,1,0,0,0,0,0,2002,Europe,0,59,40,18,10,10,0,,28,644.0,27.8,1,0,0,0,0,0,0,0,0,0,Home Win
Portugal,Korea Republic,0,,,1,,,António Luís Alves Ribeiro Oliveira,,Guus Hiddink,,50239,"Incheon Munhak Stadium, Incheon",,Group stage,2002-06-14,0–1,,,"Korea Republic, Japan",2002,,Park Ji-sung · 70,,['70&rsquor;|0:1|Park Ji-sung'],,,,,,,,,,,João Pinto · 27,,Beto · 66,,"['22&rsquor;|0:0|Beto', '83&rsquor;|0:1|Jorge Costa']","['24&rsquor;|0:0|Lee Young-pyo', '57&rsquor;|0:0|Seol Ki-hyeon', '74&rsquor;|0:1|Kim Nam-il', '90+3&rsquor;|0:1|Ahn Jung-hwan']","['69&rsquor;|0:0|Jorge Andrade|for Pauleta', '73&rsquor;|0:1|Abel Xavier|for Rui Jorge', '77&rsquor;|0:1|Nuno Gomes|for Petit']",['90&rsquor;|0:1|Lee Chun-soo|for Ahn Jung-hwan'],2002,2002,Europe,0,109,33,28,5,9,0,,5,726.0,28.29,2,1,0,1,1,0,0,0,0,0,2002,Asia,1,95,60,28,14,23,0,,40,603.0,27.13,5,0,0,0,0,0,0,0,1,1,Away Win
Poland,USA,3,,,1,,,Jerzy Engel,,Bruce Arena,,26482,"Daejeon World Cup Stadium, Daejeon",,Group stage,2002-06-14,3–1,,,"Korea Republic, Japan",2002,Emmanuel Olisadebe · 3|Paweł Kryszałowicz · 5|Marcin Żewłakow · 66,Landon Donovan · 83,"['3&rsquor;|1:0|Emmanuel Olisadebe', '5&rsquor;|2:0|Paweł Kryszałowicz', '66&rsquor;|3:0|Marcin Żewłakow']",['83&rsquor;|3:1|Landon Donovan'],,,,,,,,,,,,,,,"['44&rsquor;|2:0|Radosław Majdan', '46&rsquor;|2:0|Marek Koźmiński', '63&rsquor;|2:0|Cezary Kucharski', '86&rsquor;|3:1|Emmanuel Olisadebe']",['72&rsquor;|3:0|Frankie Hejduk'],"['65&rsquor;|2:0|Marcin Żewłakow|for Cezary Kucharski', '86&rsquor;|3:1|Paweł Sibik|for Emmanuel Olisadebe', '89&rsquor;|3:1|Tomasz Wałdoch|for Tomasz Kłos']","['36&rsquor;|2:0|DaMarcus Beasley|for Jeff Agoos', '58&rsquor;|2:0|Joe-Max Moore|for Brian McBride', '68&rsquor;|3:0|Cobi Jones|for Earnie Stewart']",2002,2002,Europe,0,63,41,21,10,12,0,,38,615.0,28.78,5,5,2,2,2,0,0,0,0,0,2002,North America,0,91,46,30,16,13,0,,13,690.0,28.76,6,3,2,1,1,0,0,0,0,1,Home Win
Costa Rica,Brazil,2,,,5,,,Alexandre Guimarães,,Luiz Felipe Scolari,,38524,"Suwon World Cup Stadium, Suwon",,Group stage,2002-06-13,2–5,,,"Korea Republic, Japan",2002,Paulo Wanchope · 39|Rónald Gómez · 56,Ronaldo · 10|Ronaldo · 13|Edmílson · 38|Rivaldo · 62|Júnior · 64,"['39&rsquor;|1:3|Paulo Wanchope', '56&rsquor;|2:3|Rónald Gómez']","['10&rsquor;|0:1|Ronaldo', '13&rsquor;|0:2|Ronaldo', '38&rsquor;|0:3|Edmílson', '62&rsquor;|2:4|Rivaldo', '64&rsquor;|2:5|Júnior']",,,,,,,,,,,,,,,,['90+3&rsquor;|2:5|Cafú'],"['46&rsquor;|1:3|Steven Bryce|for Harold Wallace', '65&rsquor;|2:5|Rolando Fonseca|for Mauricio Solís', '74&rsquor;|2:5|Winston Parks|for Gilberto Martínez']","['57&rsquor;|2:3|José Kléberson|for Edílson', '61&rsquor;|2:3|Ricardinho|for Juninho Paulista', '72&rsquor;|2:5|Kaká|for Rivaldo']",2002,2002,North America,0,103,61,27,16,13,0,,29,643.0,27.49,1,1,1,0,0,0,0,0,0,0,2002,South America,0,144,53,38,13,12,4,,2,784.0,26.7,16,14,6,10,8,5,1,1,1,1,Away Win
Türkiye,China PR,3,,,0,,,Şenol Güneş,,Bora Milutinović,,43605,"Seoul World Cup Stadium, Seoul",,Group stage,2002-06-13,3–0,,,"Korea Republic, Japan",2002,Hasan Şaş · 6|Bülent Korkmaz · 9|Ümit Davala · 85,,"['6&rsquor;|1:0|Hasan Şaş', '9&rsquor;|2:0|Bülent Korkmaz', '85&rsquor;|3:0|Ümit Davala']",,,,,,,,,,,,,Shao Jiayi · 58,,,"['19&rsquor;|2:0|Emre Aşık', '30&rsquor;|2:0|Emre Belözoğlu', '81&rsquor;|2:0|Hasan Şaş']","['45+1&rsquor;|2:0|Yang Pu', '62&rsquor;|2:0|Li Weifeng']","['35&rsquor;|2:0|Ömer Çatkıç|for Rüştü Reçber', '70&rsquor;|2:0|İlhan Mansız|for Yıldıray Baştürk', '84&rsquor;|2:0|Tayfur Havutçu|for Tugay Kerimoğlu']","['46&rsquor;|2:0|Shao Jiayi|for Wu Chengying', '73&rsquor;|2:0|Qu Bo|for Hao Haidong', '73&rsquor;|2:0|Yu Genwei|for Yang Chen']",2002,2002,Europe,0,46,33,15,10,11,0,,22,654.0,28.04,1,0,0,0,0,0,0,0,1,1,2002,Asia,0,126,47,29,14,12,0,,50,566.0,26.65,0,0,0,0,0,0,0,0,0,0,Home Win
Mexico,Italy,1,,,1,,,Javier Aguirre,,Giovanni Trapattoni,,39291,"Ōita Bank Dome, Ōita",,Group stage,2002-06-13,1–1,,,"Korea Republic, Japan",2002,Jared Borgetti · 34,Alessandro Del Piero · 85,['34&rsquor;|1:0|Jared Borgetti'],['85&rsquor;|1:1|Alessandro Del Piero'],,,,,,,,,,,,,,,"['2&rsquor;|0:0|Jesús Arellano', '84&rsquor;|1:0|Óscar Pérez Rojas']","['5&rsquor;|0:0|Fabio Cannavaro', '10&rsquor;|0:0|Christian Panucci', '43&rsquor;|1:0|Francesco Totti', '55&rsquor;|1:0|Gianluca Zambrotta', '57&rsquor;|1:0|Vincenzo Montella']","['76&rsquor;|1:0|Gabriel Caballero|for Johan Rodríguez', '76&rsquor;|1:0|Rafael García Torres|for Ramón Morales', '80&rsquor;|1:0|Francisco Palencia|for Jared Borgetti']","['55&rsquor;|1:0|Vincenzo Montella|for Filippo Inzaghi', '63&rsquor;|1:0|Francesco Coco|for Christian Panucci', '78&rsquor;|1:0|Alessandro Del Piero|for Francesco Totti']",2002,2002,North America,0,132,90,41,25,16,0,,7,716.0,28.99,11,4,3,2,0,0,0,0,0,0,2002,Europe,0,53,26,21,7,11,3,,6,717.0,28.15,14,9,6,8,7,5,0,0,0,0,Draw
Ecuador,Croatia,1,,,0,,,Hernán Darío Gómez,,Mirko Jozić,,65862,"Nissan Stadium, Yokohama",,Group stage,2002-06-13,1–0,,,"Korea Republic, Japan",2002,Édison Méndez · 48,,['48&rsquor;|1:0|Édison Méndez'],,,,,,,,,,,,,,,,['86&rsquor;|1:0|Cléber Chalá'],"['72&rsquor;|1:0|Stjepan Tomas', '90+2&rsquor;|1:0|Josip Šimunić']","['40&rsquor;|0:0|Álex Aguinaga|for Alfonso Obregón', '76&rsquor;|1:0|Iván Kaviedes|for Carlos Tenorio']","['52&rsquor;|1:0|Davor Vugrinec|for Dario Šimić', '59&rsquor;|1:0|Jurica Vranješ|for Niko Kovač', '68&rsquor;|1:0|Mario Stanić|for Daniel Šarić']",2002,2002,South America,0,59,56,20,18,13,0,,36,624.0,27.88,0,0,0,0,0,0,0,0,0,0,2002,Europe,0,50,37,14,7,17,0,,21,655.0,28.13,1,1,1,1,1,0,0,0,0,0,Home Win
Sweden,Argentina,1,,,1,,,Lars Lagerbäck,,Marcelo Bielsa,,45777,"Miyagi Stadium, Rifu",,Group stage,2002-06-12,1–1,,,"Korea Republic, Japan",2002,Anders Svensson · 59,Hernán Crespo · 88,['59&rsquor;|1:0|Anders Svensson'],['88&rsquor;|1:1|Hernán Crespo'],,,,,,,,,,,,,,,"['65&rsquor;|1:0|Magnus Svensson', '78&rsquor;|1:0|Henrik Larsson']","['55&rsquor;|0:0|José Chamot', '58&rsquor;|0:0|Matías Almeyda', '75&rsquor;|1:0|Kily González']","['46&rsquor;|0:0|Andreas Andersson|for Marcus Allbäck', '68&rsquor;|1:0|Mattias Jonson|for Anders Svensson', '88&rsquor;|1:0|Zlatan Ibrahimović|for Henrik Larsson']","['58&rsquor;|0:0|Hernán Crespo|for Gabriel Batistuta', '63&rsquor;|1:0|Juan Sebastián Verón|for Matías Almeyda', '63&rsquor;|1:0|Kily González|for Juan Pablo Sorín']",2002,2002,Europe,0,64,29,24,8,16,0,,19,665.0,27.22,9,6,2,4,3,1,0,0,0,0,2002,South America,0,70,34,23,5,10,2,,3,784.0,28.83,12,10,5,6,4,4,0,0,0,0,Draw
Nigeria,England,0,,,0,,,Festus Onigbinde,,Sven-Göran Eriksson,,44864,"Yanmar Stadium Nagai, Osaka",,Group stage,2002-06-12,0–0,,,"Korea Republic, Japan",2002,,,,,,,,,,,,,,,,,,,,,['86&rsquor;|0:0|Pius Ikedia|for Femi Opabunmi'],"['69&rsquor;|0:0|Teddy Sheringham|for Emile Heskey', '77&rsquor;|0:0|Darius Vassell|for Michael Owen', '85&rsquor;|0:0|Wayne Bridge|for Andy Cole']",2002,2002,Africa,0,71,36,26,7,12,0,,27,644.0,23.92,2,2,2,0,0,0,0,0,0,0,2002,Europe,0,65,34,17,9,14,1,,12,694.0,27.16,10,8,3,6,2,1,0,0,0,1,Draw
South Africa,Spain,2,,,3,,,Jomo Sono,,José Antonio Camacho,,31024,"Daejeon World Cup Stadium, Daejeon",,Group stage,2002-06-12,2–3,,,"Korea Republic, Japan",2002,Benni McCarthy · 31|Lucas Radebe · 53,Raúl · 4|Gaizka Mendieta · 45+1|Raúl · 56,"['31&rsquor;|1:1|Benni McCarthy', '53&rsquor;|2:2|Lucas Radebe']","['4&rsquor;|0:1|Raúl', '45+1&rsquor;|1:2|Gaizka Mendieta', '56&rsquor;|2:3|Raúl']",,,,,,,,,,,,,,,"['16&rsquor;|0:1|Cyril Nzama', '67&rsquor;|2:3|Bradley Carnell', '69&rsquor;|2:3|Siyabonga Nomvethe', '81&rsquor;|2:3|Aaron Mokoena']",,"['74&rsquor;|2:3|George Koumantarakis|for Siyabonga Nomvethe', '80&rsquor;|2:3|Thabang Molefe|for Lucas Radebe', '83&rsquor;|2:3|Jacob Lekgetho|for Quinton Fortune']","['53&rsquor;|1:2|Sergio|for David Albelda', '77&rsquor;|2:3|Albert Luque|for Fernando Morientes', '82&rsquor;|2:3|Luis Enrique|for Raúl']",2002,2002,Africa,0,72,50,30,14,17,0,,37,623.0,26.77,1,0,0,0,0,0,0,0,0,0,2002,Europe,0,97,35,25,8,7,0,,8,713.0,27.11,10,6,4,3,0,0,0,0,0,1,Away Win
Slovenia,Paraguay,1,,,3,,,Srečko Katanec,,Cesare Maldini,,30176,"Jeju World Cup Stadium, Jeju",,Group stage,2002-06-12,1–3,,,"Korea Republic, Japan",2002,Milenko Ačimovič · 45+1,Nelson Cuevas · 65|Jorge Luis Campos · 73|Nelson Cuevas · 84,['45+1&rsquor;|1:0|Milenko Ačimovič'],"['65&rsquor;|1:1|Nelson Cuevas', '73&rsquor;|1:2|Jorge Luis Campos', '84&rsquor;|1:3|Nelson Cuevas']",,,,,,,,,,,Nastja Čeh · 81,,,Carlos Paredes · 22,"['16&rsquor;|0:0|Miran Pavlin', '68&rsquor;|1:1|Amir Karić', '69&rsquor;|1:1|Mladen Rudonja', '79&rsquor;|1:2|Željko Milinovič']",['4&rsquor;|0:0|Carlos Paredes'],"['40&rsquor;|0:0|Mladen Rudonja|for Miran Pavlin', '62&rsquor;|1:0|Nastja Čeh|for Milenko Ačimovič', '77&rsquor;|1:2|Senad Tiganj|for Milan Osterc']","['53&rsquor;|1:0|Jorge Luis Campos|for Guido Alvarenga', '61&rsquor;|1:0|Nelson Cuevas|for José Cardozo', '90&rsquor;|1:3|Juan Carlos Franco|for Nelson Cuevas']",2002,2002,Europe,0,64,53,18,10,16,0,,25,649.0,28.57,0,0,0,0,0,0,0,0,0,0,2002,South America,0,66,58,21,14,14,0,,18,671.0,28.2,5,2,2,0,0,0,0,0,0,0,Away Win
Denmark,France,2,,,0,,,Morten Olsen,,Roger Lemerre,,48100,"Incheon Munhak Stadium, Incheon",,Group stage,2002-06-11,2–0,,,"Korea Republic, Japan",2002,Dennis Rommedahl · 22|Jon Dahl Tomasson · 67,,"['22&rsquor;|1:0|Dennis Rommedahl', '67&rsquor;|2:0|Jon Dahl Tomasson']",,,,,,,,,,,,,,,,"['27&rsquor;|1:0|Christian Poulsen', '71&rsquor;|2:0|Niclas Jensen']",['8&rsquor;|0:0|Christophe Dugarry'],"['46&rsquor;|1:0|Jesper Grønkjær|for Martin Jørgensen', '76&rsquor;|2:0|Kasper Bøgelund|for Christian Poulsen', '79&rsquor;|2:0|Brian Steen Nielsen|for Stig Tøfting']","['54&rsquor;|1:0|Djibril Cissé|for Christophe Dugarry', '71&rsquor;|2:0|Johan Micoud|for Patrick Vieira', '83&rsquor;|2:0|Youri Djorkaeff|for Sylvain Wiltord']",2002,2002,Europe,0,62,38,20,10,11,0,,20,657.0,27.96,2,2,2,1,0,0,0,0,0,0,2002,Europe,0,101,39,33,6,10,1,,1,802.0,28.84,10,6,4,5,4,1,0,0,0,0,Home Win
Senegal,Uruguay,3,,,3,,,Bruno Metsu,,Víctor Púa,,33681,"Suwon World Cup Stadium, Suwon",,Group stage,2002-06-11,3–3,,,"Korea Republic, Japan",2002,Khalilou Fadiga · 20|Papa Bouba Diop · 26|Papa Bouba Diop · 38,Richard Morales · 46|Diego Forlán · 69,"['20&rsquor;|1:0|Khalilou Fadiga', '26&rsquor;|2:0|Papa Bouba Diop', '38&rsquor;|3:0|Papa Bouba Diop']","['46&rsquor;|3:1|Richard Morales', '69&rsquor;|3:2|Diego Forlán']",,,,Álvaro Recoba (P) · 88,,,,,,,,,,,"['2&rsquor;|0:0|Henri Camara', '4&rsquor;|0:0|Omar Daf', '39&rsquor;|3:0|Ferdinand Coly', '69&rsquor;|3:1|Papa Bouba Diop', '82&rsquor;|3:2|El Hadji Diouf', '87&rsquor;|3:2|Khalilou Fadiga', '87&rsquor;|3:2|Habib Beye']","['8&rsquor;|0:0|Marcelo Romero', '19&rsquor;|0:0|Fabián Carini', '35&rsquor;|2:0|Pablo García', '40&rsquor;|3:0|Darío Rodríguez', '82&rsquor;|3:2|Paolo Montero']","['63&rsquor;|3:1|Habib Beye|for Ferdinand Coly', ""67&rsquor;|3:1|Moussa N'Diaye|for Henri Camara"", ""76&rsquor;|3:2|Amdy Faye|for Alassane N'Dour""]","['32&rsquor;|2:0|Mario Regueiro|for Gonzalo Sorondo', '46&rsquor;|3:1|Richard Morales|for Sebastián Abreu', '46&rsquor;|3:1|Diego Forlán|for Marcelo Romero']",2002,2002,Africa,0,79,46,26,12,21,0,,42,599.0,25.23,0,0,0,0,0,0,0,0,0,1,2002,South America,0,56,50,18,15,12,2,,24,652.0,25.76,9,7,2,4,3,1,0,0,0,0,Draw
Saudi Arabia,Republic of Ireland,0,,,3,,,Nasser Al-Johar,,Mick McCarthy,,65320,"Nissan Stadium, Yokohama",,Group stage,2002-06-11,0–3,,,"Korea Republic, Japan",2002,,Robbie Keane · 7|Gary Breen · 61|Damien Duff · 87,,"['7&rsquor;|0:1|Robbie Keane', '61&rsquor;|0:2|Gary Breen', '87&rsquor;|0:3|Damien Duff']",,,,,,,,,,,,,,,['61&rsquor;|0:1|Nawaf Al-Temyat'],['70&rsquor;|0:2|Steve Staunton'],"['67&rsquor;|0:2|Mohammad Al-Shalhoub|for Abdulaziz Khathran', '68&rsquor;|0:2|Abdullah Jumaan Al-Dosari|for Abdullah Zubromawi', '79&rsquor;|0:2|Ahmed Dokhi|for Mohammed Al-Jahani']","['46&rsquor;|0:1|Niall Quinn|for Ian Harte', '80&rsquor;|0:2|Jason McAteer|for Gary Kelly', '89&rsquor;|0:3|Lee Carsley|for Mark Kinsella']",2002,2002,Asia,0,156,73,48,17,13,0,,34,627.0,26.3,2,1,1,0,0,0,0,0,0,0,2002,Europe,0,66,28,21,7,9,0,,15,674.0,27.48,2,2,2,1,0,0,0,0,0,0,Away Win
Cameroon,Germany,0,,,2,,,Winfried Schäfer,,Rudi Völler,,47085,"Shizuoka Stadium Ecopa, Fukuroi",,Group stage,2002-06-11,0–2,,,"Korea Republic, Japan",2002,,Marco Bode · 50|Miroslav Klose · 79,,"['50&rsquor;|0:1|Marco Bode', '79&rsquor;|0:2|Miroslav Klose']",,,,,,,,,,,,,Patrick Suffo · 77,Carsten Ramelow · 40,"['8&rsquor;|0:0|Marc-Vivien Foé', '42&rsquor;|0:0|Rigobert Song', '44&rsquor;|0:0|Bill Tchato', '56&rsquor;|0:1|Geremi', '58&rsquor;|0:1|Salomon Olembé', '60&rsquor;|0:1|Patrick Suffo', '81&rsquor;|0:2|Lauren']","['9&rsquor;|0:0|Carsten Jancker', '29&rsquor;|0:0|Dietmar Hamann', '31&rsquor;|0:0|Michael Ballack', '37&rsquor;|0:0|Carsten Ramelow', '42&rsquor;|0:0|Oliver Kahn', '72&rsquor;|0:1|Christian Ziege', '74&rsquor;|0:1|Torsten Frings']","['53&rsquor;|0:1|Patrick Suffo|for Bill Tchato', ""64&rsquor;|0:1|Daniel N'Gom Kome|for Salomon Olembé"", ""80&rsquor;|0:2|Joseph-Désiré Job|for Patrick M'Boma""]","['46&rsquor;|0:0|Marco Bode|for Carsten Jancker', '80&rsquor;|0:2|Jens Jeremies|for Bernd Schneider', '84&rsquor;|0:2|Oliver Neuville|for Miroslav Klose']",2002,2002,Africa,0,65,25,23,5,13,0,,17,672.0,25.4,4,1,1,1,0,0,0,0,0,0,2002,Europe,0,100,58,24,13,10,3,,11,695.0,28.15,14,14,6,12,9,6,0,1,1,1,Away Win
